fecha,tienda_id,ciudad,categoria,producto,unidades,precio_unitario,descuento,cliente_id,edad_cliente,metodo_pago
2025-04-05,6,Zaragoza,Hogar,Organizador cajones,3,34.97,0.0,2902,47.0,Bizum
2025-06-29,8,Murcia,Moda,Calcetines pack 3,4,29.55,0.0,3277,18.0,PayPal
2025-01-18,2,Barcelona,Moda,Camiseta básica,5,30.55,0.0,3697,33.0,Tarjeta
2025-03-09,3,Valencia,Hogar,Lámpara LED,3,14.24,0.0,3947,22.0,Tarjeta
2025-03-20,3,Valencia,Alimentación,Aceite oliva 1L,5,8.57,0.15,1665,33.0,Efectivo
2025-03-12,8,Murcia,Electrónica,Auriculares,5,46.39,0.0,2955,72.0,Tarjeta
2025-04-07,2,Barcelona,Alimentación,Snack proteico,4,13.89,0.0,2108,22.0,Tarjeta
2025-05-07,5,Bilbao,Alimentación,Aceite oliva 1L,4,8.1,0.0,4381,53.0,Tarjeta
2025-05-05,3,Valencia,Hogar,Sartén antiadherente,2,27.13,0.0,3353,21.0,Tarjeta
2025-01-05,2,Barcelona,Alimentación,Té variado,1,3.07,0.0,2163,36.0,Bizum
2025-01-15,5,Bilbao,Moda,Gorra,2,7.74,0.15,1743,72.0,Tarjeta
2025-01-02,7,Málaga,Electrónica,Cable HDMI,1,34.4,0.0,1042,69.0,Tarjeta
2025-06-09,1,Madrid,Hogar,Organizador cajones,1,31.42,0.0,2152,19.0,Tarjeta
2025-01-16,5,Bilbao,Deporte,Esterilla yoga,1,15.2,0.0,1161,26.0,Tarjeta
2025-02-20,7,Málaga,Electrónica,Power Bank,2,22.22,0.15,3594,72.0,
2025-01-10,6,Zaragoza,Deporte,Esterilla yoga,1,21.53,0.1,1640,62.0,Tarjeta
2025-01-06,4,Sevilla,Moda,Sudadera capucha,2,9.7,0.0,2036,46.0,Efectivo
2025-01-20,1,Madrid,Alimentación,Snack proteico,1,14.29,0.0,3074,36.0,Efectivo
2025-05-05,8,Murcia,Electrónica,Cargador USB-C,2,30.25,0.0,3762,38.0,Efectivo
2025-05-05,5,Bilbao,Hogar,Juego de toallas,4,23.88,0.0,2768,68.0,Bizum
2025-02-16,7,Málaga,Electrónica,Cargador USB-C,2,38.25,0.0,2263,22.0,Tarjeta
2025-04-13,8,Murcia,Hogar,Sartén antiadherente,5,34.22,0.0,2334,44.0,Tarjeta
2025-05-17,1,Madrid,Hogar,Juego de toallas,1,21.35,0.0,1789,25.0,Tarjeta
2025-06-19,2,Barcelona,Alimentación,Chocolate 70%,1,3.54,0.15,2691,72.0,Tarjeta
2025-03-31,3,Valencia,Moda,Calcetines pack 3,2,28.32,0.0,3150,30.0,Tarjeta
2025-01-02,7,Málaga,Moda,Sudadera capucha,2,25.13,0.0,1238,20.0,PayPal
2025-03-24,6,Zaragoza,Moda,Calcetines pack 3,3,21.81,0.0,2364,61.0,Bizum
2025-06-30,2,Barcelona,Hogar,Organizador cajones,2,38.72,0.0,4314,26.0,Tarjeta
2025-02-05,2,Barcelona,Deporte,Banda elástica,5,7.02,0.0,3743,26.0,Tarjeta
2025-01-02,4,Sevilla,Hogar,Lámpara LED,5,38.88,0.0,1472,32.0,Bizum
2025-06-13,4,Sevilla,Moda,Camiseta básica,3,34.21,0.0,3306,21.0,Bizum
2025-03-09,1,Madrid,Hogar,Sartén antiadherente,1,16.16,0.0,4182,55.0,Tarjeta
2025-03-18,8,Murcia,Electrónica,Auriculares,4,8.95,0.15,4415,49.0,Tarjeta
2025-02-07,5,Bilbao,Electrónica,Cargador USB-C,1,55.36,0.0,3183,33.0,Tarjeta
2025-02-20,6,Zaragoza,Alimentación,Aceite oliva 1L,2,2.98,0.0,2904,54.0,Bizum
2025-05-13,1,Madrid,Deporte,Guantes running,2,29.46,0.0,3039,31.0,PayPal
2025-04-24,2,Barcelona,Deporte,Cinturón lastrado,4,13.68,0.0,2874,59.0,Efectivo
2025-06-25,8,Murcia,Hogar,Lámpara LED,5,38.68,0.0,3351,50.0,Tarjeta
2025-05-03,5,Bilbao,Hogar,Sartén antiadherente,2,33.38,0.0,4089,49.0,Tarjeta
2025-05-12,3,Valencia,Moda,Mochila urbana,4,31.18,0.0,3134,63.0,Efectivo
2025-02-14,2,Barcelona,Deporte,Esterilla yoga,2,19.88,0.0,1543,51.0,Tarjeta
2025-01-14,4,Sevilla,Deporte,Banda elástica,2,42.87,0.0,4460,42.0,Tarjeta
2025-01-10,1,Madrid,Electrónica,Altavoz Bluetooth,5,35.83,0.0,3390,53.0,Efectivo
2025-05-30,6,Zaragoza,Moda,Calcetines pack 3,5,9.7,0.0,3934,25.0,Tarjeta
2025-03-09,1,Madrid,Alimentación,Chocolate 70%,3,5.52,0.0,2521,69.0,PayPal
2025-05-27,5,Bilbao,Moda,Gorra,5,13.35,0.0,1328,58.0,Efectivo
2025-01-05,1,Madrid,Hogar,Juego de toallas,2,13.35,0.0,3398,21.0,Efectivo
2025-05-30,2,Barcelona,Hogar,Organizador cajones,4,27.74,0.2,2357,53.0,Tarjeta
2025-05-25,4,Sevilla,Moda,Sudadera capucha,1,19.91,0.0,2799,21.0,Tarjeta
2025-04-26,2,Barcelona,Moda,Camiseta básica,3,25.53,0.0,3399,48.0,Efectivo
2025-04-24,1,Madrid,Deporte,Esterilla yoga,1,22.45,0.0,4238,19.0,Bizum
2025-04-11,4,Sevilla,Alimentación,Café molido 250g,4,12.02,0.0,2478,58.0,Tarjeta
2025-03-09,8,Murcia,Hogar,Juego de toallas,5,35.49,0.0,2360,71.0,Tarjeta
2025-01-01,3,Valencia,Hogar,Lámpara LED,4,27.81,0.0,4206,52.0,PayPal
2025-05-04,5,Bilbao,Hogar,Organizador cajones,5,19.22,0.0,4435,70.0,Efectivo
2025-03-05,1,Madrid,Hogar,Lámpara LED,4,31.28,0.0,2794,32.0,Bizum
2025-01-11,4,Sevilla,Hogar,Sartén antiadherente,3,5.37,0.0,4097,21.0,Efectivo
2025-01-16,2,Barcelona,Moda,Camiseta básica,2,34.06,0.0,3941,19.0,Tarjeta
2025-04-11,1,Madrid,Electrónica,Power Bank,2,50.49,0.0,1615,62.0,Efectivo
2025-03-02,3,Valencia,Moda,Calcetines pack 3,2,15.0,0.15,1216,19.0,Tarjeta
2025-06-24,3,Valencia,Hogar,Organizador cajones,2,10.09,0.0,2834,21.0,PayPal
2025-02-13,4,Sevilla,Electrónica,Cable HDMI,1,36.34,0.0,1931,22.0,Tarjeta
2025-04-20,7,Málaga,Electrónica,Altavoz Bluetooth,2,40.0,0.0,4127,45.0,Tarjeta
2025-03-21,2,Barcelona,Electrónica,Auriculares,3,16.27,0.0,2453,19.0,Tarjeta
2025-03-22,5,Bilbao,Hogar,Sartén antiadherente,5,38.19,0.0,2040,44.0,Tarjeta
2025-02-01,7,Málaga,Moda,Camiseta básica,1,29.11,0.1,2377,48.0,Bizum
2025-03-29,4,Sevilla,Deporte,Guantes running,2,40.78,0.0,3044,73.0,Tarjeta
2025-01-05,4,Sevilla,Hogar,Lámpara LED,4,30.05,0.15,2407,69.0,Tarjeta
2025-02-01,7,Málaga,Alimentación,Té variado,5,8.81,0.0,2415,74.0,Bizum
2025-05-21,1,Madrid,Moda,Gorra,3,10.26,0.1,3386,40.0,Tarjeta
2025-02-14,6,Zaragoza,Hogar,Sartén antiadherente,2,5.44,0.0,4063,28.0,Tarjeta
2025-04-14,5,Bilbao,Hogar,Vela aromática,2,17.96,0.0,4271,23.0,Bizum
2025-03-12,4,Sevilla,Alimentación,Snack proteico,1,10.68,0.2,3702,26.0,PayPal
2025-03-29,4,Sevilla,Moda,Gorra,1,7.2,0.0,2917,44.0,Tarjeta
2025-01-23,5,Bilbao,Deporte,Guantes running,1,8.94,0.0,1652,30.0,Tarjeta
2025-06-08,3,Valencia,Moda,Camiseta básica,2,21.21,0.0,1437,66.0,Bizum
2025-06-19,6,Zaragoza,Hogar,Vela aromática,5,15.18,0.0,1773,72.0,Tarjeta
2025-01-19,2,Barcelona,Electrónica,Altavoz Bluetooth,1,49.49,0.0,4110,26.0,PayPal
2025-01-24,6,Zaragoza,Electrónica,Altavoz Bluetooth,1,24.2,0.15,2233,38.0,PayPal
2025-05-10,8,Murcia,Hogar,Lámpara LED,4,21.8,0.0,1269,34.0,Efectivo
2025-06-23,8,Murcia,Electrónica,Cable HDMI,4,50.01,0.0,2778,66.0,Bizum
2025-05-22,3,Valencia,Moda,Calcetines pack 3,1,10.2,0.0,3208,56.0,Tarjeta
2025-03-18,5,Bilbao,Alimentación,Té variado,2,3.66,0.0,3830,41.0,Efectivo
2025-02-23,5,Bilbao,Hogar,Juego de toallas,3,28.54,0.2,1009,22.0,Efectivo
2025-04-01,6,Zaragoza,Electrónica,Power Bank,1,57.17,0.0,2015,30.0,Tarjeta
2025-03-02,3,Valencia,Electrónica,Power Bank,5,12.33,0.0,2741,57.0,Tarjeta
2025-01-17,7,Málaga,Moda,Calcetines pack 3,5,21.61,0.0,3021,42.0,Bizum
2025-02-04,5,Bilbao,Electrónica,Cargador USB-C,3,52.39,0.2,3215,56.0,Tarjeta
2025-04-16,2,Barcelona,Alimentación,Aceite oliva 1L,4,14.44,0.0,1930,40.0,Bizum
2025-05-13,6,Zaragoza,Electrónica,Auriculares,4,31.97,0.0,1036,66.0,Tarjeta
2025-04-17,2,Barcelona,Moda,Calcetines pack 3,4,33.99,0.15,1932,47.0,Efectivo
2025-04-16,8,Murcia,Hogar,Organizador cajones,4,13.75,0.2,2974,49.0,Efectivo
2025-03-09,5,Bilbao,Deporte,Guantes running,1,41.82,0.2,2647,65.0,
2025-04-17,2,Barcelona,Alimentación,Té variado,1,6.52,0.0,3360,23.0,Tarjeta
2025-04-21,3,Valencia,Hogar,Juego de toallas,3,8.28,0.0,1809,74.0,Bizum
2025-02-27,5,Bilbao,Moda,Mochila urbana,3,30.58,0.0,1950,73.0,Bizum
2025-06-27,6,Zaragoza,Alimentación,Aceite oliva 1L,2,7.51,0.0,1687,63.0,Efectivo
2025-01-05,7,Málaga,Moda,Calcetines pack 3,3,31.24,0.1,2686,44.0,Efectivo
2025-06-22,5,Bilbao,Alimentación,Chocolate 70%,2,14.63,0.0,3048,26.0,
2025-03-06,7,Málaga,Deporte,Cinturón lastrado,1,34.91,0.0,2907,52.0,Tarjeta
2025-05-10,4,Sevilla,Hogar,Sartén antiadherente,2,36.65,0.0,3347,47.0,Tarjeta
2025-06-11,4,Sevilla,Hogar,Vela aromática,1,34.48,0.0,4482,50.0,Tarjeta
2025-05-31,4,Sevilla,Moda,Mochila urbana,1,15.89,0.0,1557,34.0,Efectivo
2025-01-01,8,Murcia,Moda,Camiseta básica,3,18.73,0.0,1870,31.0,Tarjeta
2025-02-24,4,Sevilla,Alimentación,Té variado,5,11.98,0.0,4366,40.0,Tarjeta
2025-06-27,1,Madrid,Alimentación,Aceite oliva 1L,3,13.16,0.1,1076,32.0,Efectivo
2025-02-12,3,Valencia,Moda,Calcetines pack 3,1,22.8,0.0,3221,29.0,Efectivo
2025-03-12,1,Madrid,Moda,Mochila urbana,2,24.72,0.1,3999,66.0,Tarjeta
2025-02-21,2,Barcelona,Alimentación,Aceite oliva 1L,4,14.69,0.0,2771,67.0,Tarjeta
2025-06-20,1,Madrid,Moda,Gorra,5,24.12,0.0,2331,54.0,Tarjeta
2025-06-14,1,Madrid,Hogar,Juego de toallas,3,9.85,0.1,2002,53.0,Bizum
2025-06-07,5,Bilbao,Alimentación,Café molido 250g,3,6.34,0.0,1478,43.0,Tarjeta
2025-03-03,8,Murcia,Moda,Mochila urbana,1,25.03,0.0,3760,35.0,Efectivo
2025-03-11,5,Bilbao,Electrónica,Cable HDMI,1,58.27,0.0,1909,21.0,Tarjeta
2025-06-10,4,Sevilla,Electrónica,Auriculares,4,55.97,0.0,1359,65.0,Bizum
2025-02-09,2,Barcelona,Alimentación,Té variado,4,4.35,0.0,1678,32.0,Tarjeta
2025-06-24,5,Bilbao,Moda,Calcetines pack 3,2,19.9,0.0,2100,42.0,Bizum
2025-04-04,5,Bilbao,Electrónica,Cargador USB-C,3,18.22,0.0,4169,68.0,Efectivo
2025-02-07,6,Zaragoza,Moda,Mochila urbana,1,15.02,0.0,1000,56.0,Efectivo
2025-05-02,3,Valencia,Electrónica,Cargador USB-C,2,33.67,0.0,3670,49.0,Bizum
2025-04-08,5,Bilbao,Hogar,Sartén antiadherente,1,19.46,0.0,4230,51.0,Efectivo
2025-02-12,4,Sevilla,Electrónica,Altavoz Bluetooth,2,33.97,0.0,1148,25.0,Tarjeta
2025-05-01,3,Valencia,Moda,Calcetines pack 3,1,24.43,0.15,2265,56.0,Efectivo
2025-05-04,1,Madrid,Deporte,Guantes running,5,7.35,0.0,4235,21.0,Bizum
2025-02-01,2,Barcelona,Hogar,Lámpara LED,2,29.43,0.0,1396,50.0,Efectivo
2025-02-16,5,Bilbao,Alimentación,Café molido 250g,5,12.73,0.0,2863,18.0,Tarjeta
2025-03-04,8,Murcia,Electrónica,Cargador USB-C,2,30.24,0.0,3471,19.0,Tarjeta
2025-05-12,3,Valencia,Hogar,Lámpara LED,1,22.79,0.0,2811,35.0,Bizum
2025-06-04,2,Barcelona,Electrónica,Cargador USB-C,1,26.81,0.15,2693,33.0,Bizum
2025-05-05,5,Bilbao,Hogar,Organizador cajones,3,13.74,0.0,1875,37.0,Efectivo
